mbid,name,main_genre
3d254f1e-7d18-431b-baeb-68e57695dfdb,Blood Orange,baroque pop
2257af61-17b8-41c8-9acd-2584bb1c3bbd,Blood Type,
6615b2ed-ad03-43fc-98d2-9a14242a04d9,Bloody Jay,
dc1610f0-2838-46cb-98d7-9b6b073a7408,Blu,hip hop
f28cabfc-3cf5-4886-b832-36ab708fbb0a,Blu Cantrell,soul
9c79224c-70cd-4367-8d90-35ca99401b75,Blue,pop
159ed9dd-c41a-4552-9197-296eae04c6d7,Blue Ivy Carter,
664bd251-a22c-4ab9-a4f7-25da4b14f9fc,Blueface,gangsta rap
6737dbd4-6efc-4cd5-9a17-477d78aefe34,Blush,
41ca19c2-935f-4647-9ef5-26f81291a9aa,Blxst,contemporary r&b
1215101f-e9b1-4e3c-bf0a-69d90b6b6107,BO,
4e19c265-29ac-499d-b49a-c19896369041,Bo Roc,hip hop
b16373b3-bae0-4926-bb17-1d68c4f7b052,Bob Geldof,rock
7ce3d484-d681-437c-8d33-913261d0ad51,Bob Moses,
f9ab44f1-7b19-4ecb-830c-403abcf36cd1,Bob Sinclar,electro house
afcc3fec-2d7e-485b-9fbd-259d9958344c,Boba Fettt,hip hop
ed01d084-4dc0-43c5-9a6f-6183d55a8a73,Bobby Anthony,
6a17bbab-39e8-452b-8431-73a92104abc8,Bobby Brooks,
fd381a2c-f9e5-4138-815b-24486d3888cc,Bobby Creekwater,
4ec3b7d8-efbb-4672-8067-5e72bd8dba3e,Bobby Shmurda,drill
de69e711-bc6b-49b2-a826-92006936ada4,Bobby V.,contemporary r&b
48e78462-2f0b-4a1a-9fa4-0585e2991e80,Bobby Womack,soul
437a0e49-c6ae-42f6-a6c1-84f25ed366bc,Bon Iver,indie folk
29e1ba07-f733-4e2e-8e57-590b44e53ac3,Bone Thugs,hip hop
2fa45bbb-0efb-4950-9d40-94bf23cbfec1,Bone Thugs‐n‐Harmony,hip hop
0aa8294b-6332-4b65-b677-e3a1f8591d3b,Bonnie Tyler,rock
7f347782-eb14-40c3-98e2-17b6e1bfe56c,Bono,classical
1fbbe6ea-9550-45dd-be82-a49b091e67d4,Boo,
9ecaf8f0-ea7c-429b-b2b4-7929c283f53a,Boo Rossini,hip hop
785c0e9c-89f6-4bf4-8296-443a46632d62,Booba,gangsta rap
8ba17cf6-bec2-4ae4-9820-b1cda47adc08,Boosie Badazz,hip hop
e0ce8537-652f-4d99-9e58-2b64bffff773,Boot Camp Clik,hip hop
fb86fedf-8a52-4ada-baa0-1c52bd0cbfa9,Bootie Brown,hip hop
b0ca0d85-24a8-4a00-860d-357ff688b69c,Bootsy Collins,funk
215e2b5d-06f8-4c68-b33b-8fccec27a077,Borgore,dubstep
44fac0de-d5ae-4bea-a68c-948fedc3d9c5,BossMan Dlow,hip hop
6ed6a493-0300-428d-82da-91c62b4d50aa,Boston Symphony Orchestra,classical
42c7542e-71d1-488a-ba2f-9a368c9147f2,Bounty Killer,dancehall
6fd44ae7-097d-4979-94ba-5dfc40d9f7ad,Bow Wow,hip hop
1a207ab6-bdae-4ab6-8d71-da05551abe54,Boy Fruit,
0e517f4b-6d89-48f0-8a11-16416bd0fdcb,Boyce Avenue,alternative rock
d6e65033-b56a-49df-8744-6fc3ffd75edd,Boys Like Girls,pop punk
d2f4a968-1f6e-4a4a-9376-ee2b2a50c87a,Boys Noize,electro
5523ed49-38bc-44fa-8670-2a9c354de0b1,Boyzone,pop
d686f794-7fc3-48f4-b381-ea1f979b6e1a,Brad Buxer,
cbe7746f-d4b4-4f0d-a435-1aa181d97b1b,Bradley Cooper,pop
baf05baf-69fb-47dd-93c2-033536b8c385,Brandi Carlile,country
d1ebb6e3-9bab-4f62-bb81-e4c72cd59040,Brandon Beal,
74bad364-e07f-4377-b84c-40317d2977d0,brandUn DeShay,
01e60eba-52df-4694-8f09-39f43abe54e9,Brandy,pop
d8df27e9-03a9-41d6-9e81-f9f5dd3abe9a,Breanne Düren,
c1f947d2-22d8-4332-9154-a47ef1cf840f,Brenden Gunnell,
fa9b664a-cfd0-4088-8ed4-a4d7045d351f,Brendon Urie,pop rock
201412c6-7ced-472b-87a9-9259ec3c07d3,Brent Faiyaz,r&b
d09f4ce3-fa58-44d7-85c7-1de004e6547e,Brent Jones and The Best Life Singers,
a42d2c52-e224-4903-8c6e-fffb2f682fb7,Brett Anderson,alternative rock
634fe78e-fc6b-4b2a-ba83-c8c66e13a8aa,Brian Wilson,rock
e9903eaf-4391-4ebd-a07d-8424883f335d,Bridge,
c86c57a7-8030-4e70-a716-e4da292cb0cd,Bridget Kelly,contemporary r&b
c461d106-4ca8-4c97-af55-df276d7a6d2d,Brighi,
05414233-d492-44a4-8794-c92cd8cb8ef0,Bright Light Bright Light,queer
074e3847-f67f-49f9-81f1-8c8cea147e8e,Bring Me the Horizon,metalcore
eac5473f-1bd6-40cd-bd0e-2fe0f4a07d84,Brinx Billions,
9e3aaadb-3a96-4a0b-9f12-d114eb69f68c,Brisco,
03eda2c4-a2b3-4a4e-9527-6791b0ed9d2d,Brittany Howard,alternative rock
655a8d6f-0a29-43f6-8843-7b4b400db20f,Brodsky Quartet,string quartet
e709b97a-d2e7-47ac-bddd-639bf387ddb9,Brooklyn,hip hop
f1fa0780-a922-4f0f-b43e-30331b520238,Brotha Lynch Hung,hip hop
7cc8802d-0c05-4f78-ad35-421fea79dd0c,Brray,latin
ac4db70b-9b38-4f8a-948b-993d67926042,Bruce Roberts,
70248960-cb53-4ea4-943a-edb18f7d336f,Bruce Springsteen,rock
89fe777e-8d33-411d-9fe9-027f67c1e8f1,Bryant Myers,reggaeton
d8fd8d9b-473b-4f06-83c8-869b1bb9de89,Bryson Tiller,contemporary r&b
86e4ae25-f45b-4c52-904d-94c0004f907e,Brytiago,latin
15550c23-10ce-42e0-961d-2a9c801ebd1f,Bslime,hip hop
0d79fe8e-ba27-4859-bb8c-2f255f346853,BTS,k-pop
28438dd9-6244-4627-aa42-f9749c4fde08,Bubba Sparxxx,hip hop
712c2bea-72b3-4ee0-918a-d5757b7b36be,Buckshot,hip hop
4336a134-d091-4e54-9967-c7c433db6d4e,Buddy Guy,blues
b03661ad-1493-4ae1-b004-bc5e9691ee6c,BullySongs,
c1f5d7c6-1bce-45f1-bb80-f9c74bb9c740,Bun B,hip hop
070d3e4b-8559-4fd4-af63-4535ed1f69c9,BUNT.,dance
78a19169-ac75-4868-b504-7e2e073118e0,Burna Boy,afrobeats
16dad944-c492-43dd-88ed-e0b7ac520c40,Burning Spear,reggae
df9c5e32-c086-4a91-9830-46bbe972908e,BURNS,
c4a02c5c-a1d8-45d7-9e12-4a355b201a7b,Bushwick Bill,
4326c1e5-ab65-4fcd-a071-22f03ac9e97f,Butch Cassidy,hip hop
5fe03761-5f6e-4c68-a323-1b13af371666,ButeraMoonlight,
b2befbb4-c585-4b05-8efa-3deebc8e1385,BØRNS,
043e6ca3-b049-4e6a-bebc-dc74f6c5cdf8,bülow,indie pop
2562d27a-a14f-436d-873e-709ed895eff8,Bēkon,
c1b14c53-233b-488d-bee7-b9fc2b28e972,B‐Legit,hip hop
9c8b5123-d994-4c0c-85c0-465636ae241e,B‐Real,hip hop
f93e1a2a-049f-450d-a948-5d0fdd3c3a88,C-San,
04004648-cb99-4539-a346-5de777d7290e,C-Tru,
032a0fd9-4ad3-46f2-b097-a68331334feb,Ca$his,hip hop
2d17c7f2-021c-442d-be17-ab0067eacdac,Cal Scruby,hip hop
2d4a0012-7364-40e5-b57f-ad2d4f51a30a,Calboy,drill
58a20701-2bc4-41a6-b5df-6251b48facce,Cam Maclean,
ea6b7199-901d-4c0e-8242-6d7bc2bf62b7,Cam’ron,hip hop
0c41810f-d809-45ac-9373-a073dde2156e,Candice Pillay,
add687fe-35ab-4293-a218-6a656020ded4,Candy 187,
c805166e-8c18-4c08-abbc-452725cec200,Candy Hill,
9bdbffbe-c159-4344-bada-78c9d4d76b26,Cano & Valence,
49df7f2d-77b0-4a1a-b5e5-9da32f7dab45,Capella Grey,r&b
e33755fb-961d-452d-a944-705130436d67,Carl Thomas,hip hop
1fa6fdda-cd59-4ef3-9acd-606aa82407c0,Carlitos Way,latin
09887aa7-226e-4ecc-9a0c-02d2ae5777e1,Carly Rae Jepsen,pop
da9bd8dc-b9e7-4231-8545-aeab88b67187,Carnage,festival trap
2d301d94-309e-407a-80de-e995b83df715,Carolina Marquez,
0374a8d1-3b68-4b53-b003-fa8a24fb4397,Caroline Hjelt,
25fb5031-e8ed-419a-979b-38f832d3167c,Casanova,
67c6a1f0-7910-4c52-a651-2b7ec819e647,Casey Veggies,hip hop
4f57372b-2054-4722-a534-a99ab2598120,Cash Cobain,
8fbcd70f-bf1e-4624-b94a-fcff6b0c637e,Cashmere Cat,alternative r&b
2d148880-673e-4dc2-aa12-a494d7f8c183,Casino,
1f320089-1f65-4855-88e2-878a5dc056ec,Casper Mágico,latin
32090ac9-6e46-47c5-b9ce-69c504a4a7bc,Cassidy,hip hop
4a8ac23a-e27a-44db-814a-f8c31beb68e6,Cassie,hip hop rnb and dance hall
a311903e-7f66-448e-af44-c1266840a906,Cat Burns,indie pop
05755bf1-380c-487f-983f-d1a02401fa28,Cat Power,indie rock
c9073012-4547-4a72-8963-738d9f8503cc,Cedric Gervais,edm
d5615993-1219-4ef2-812c-c4d0e7824224,Celly Cel,hip hop
b0337af1-8d93-4671-b6c9-ba306bf942bf,Central Cee,hip hop
871c27c9-2121-4eb9-a072-e36a0e367642,Chali 2na,hip hop
4fbc55bb-61be-4eb7-b4b4-c08c68b4e060,Chamillionaire,hip hop
373a4c98-a46b-48e4-86ec-f6ca65b4f438,Chance the Rapper,hip hop
276a1962-21bf-474d-bf5a-b53815bb4629,Chaos Kid,
e8d68276-6a87-4414-bf76-7d6068086e77,Charis Henry,
8bef526c-9e79-4722-94b1-3bf9b02d0e9a,Charlee,
5f264b87-d5f6-487d-aa3e-ae4c5f0c6fc9,Charles Aznavour,cabaret
260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,electropop
31c159e8-bac3-4e4b-aa1e-4f4d269b9eee,Charlie Bereal,
94bb5cb8-36f8-4ce0-ab61-87c14ac88b4a,Charlie Murphy,
21e10a1d-80ef-44c8-b5be-66eef17e66ef,Charlie Sheen,
b2d7c5e9-0e74-45e9-99a2-de24c19ee014,Charlie Wilson,soul
fd1bc90e-69c6-47dc-a266-35a768c2a426,Charlotte Devaney,
fd9ae276-af7a-4ca1-ba33-02696ece031d,Chase B,
05e293d2-9ba9-47c3-9c71-5fe7b9a0be13,Chaz Bundick,
7eb3193a-b9dc-4766-b082-3deb4cc46f6e,Chaz Gotti,
8b579b9a-84ef-4975-884f-19e988cfc181,Cheat Codes,edm
06af9570-10f0-4652-8d61-a6dd5fb31dae,Cheka,latin
60e7a87a-2a15-42cb-831a-fd699a8d9863,Chencho Corleone,reggaeton
48fbfb0b-92ee-45eb-99c2-0bde4c05962e,Cher Lloyd,pop
b6109f14-dfd6-4a55-8fb5-c4dda99096e6,Chewy Loc,
7b23e000-66dc-49cc-894f-8c0ad940765f,Cheyenne Giles,
9118f524-be76-4eaf-875c-ccf15e2a2ad6,Chief Keef,chicago drill
bc54e3dd-4519-4886-9b82-845cbcd674d5,Chill Rob G,boom bap
cfee94ea-e2c6-4f02-991c-cb3bc54b8ab5,Chill Will,
012fd9c9-1e34-4dc2-a8b8-da1136786771,Chimamanda Ngozi Adichie,
4fabb4a9-18c1-45ca-98cd-e2511b0d8edd,Chinx,hip hop
8ec6bf47-d22f-4a2f-b930-0f7feb10ea3f,Chip,grime
80c69d16-ccfe-4ee9-b02a-1aaba5db26d1,Chip tha Ripper,
e3645792-a5e8-4818-be43-5ac4c1e18c1f,Chlöe,contemporary r&b
82297b90-705c-4bb5-81b7-88d83fd1d0b4,ChocQuibTown,hip hop
918e77fc-f42b-4fa2-a8c0-4e7720e4e724,Chris Jedi,latin
c3fd5da4-8001-4662-a64d-e1f64a4cabaa,Chris Lebron,
6ea6c03b-c77b-4cb6-8c73-d50f6702f7ac,Chris Moyles,
71d58182-aa37-4c04-b21a-efe46ea0f221,Chris Stapleton,country
faeae0de-7304-4e51-aab4-41c3b0b8627e,Chris Starr,hip hop
b202beb7-99bd-47e7-8b72-195c8d72ebdd,Christina Aguilera,pop
78e98e0e-f873-4e5e-b4b7-88b7293fd713,Christina Milian,pop
79e5aaac-5804-4834-95c8-beb5d580982d,Christopher Mintz‐Plasse,
ed0a2658-7b9a-4017-9280-5eb1f5bc7663,Chrome,
647221d0-f6b1-4e03-924c-c59b8059536f,Chromeo,funktronica
05fa51bc-0b56-4af9-a702-0665ebb23921,Chubbie Baby,
88633ac3-c8e2-420f-8415-77ac56b3105f,Chuck D,hip hop
7cbc26a8-06f5-4064-b7db-cb9c6a81aaf2,Chuck Inglish,hip hop
6a93afbb-257f-4166-b389-9f2a1e5c5df8,CHVRCHES,synth-pop
cc394caa-2235-479f-8094-50014e0cd64e,CHXPO,trap
3d50191b-820c-4f6f-b25a-bc12d63e6718,Chyno Nyno,hip hop
03172286-f7ed-4864-a4db-459cd5ca9790,Ciara,r&b
8b07bb3d-aff5-4ce5-9f41-2872bc79320f,Cinderella,hard rock
bf850027-1cc0-4519-8ee6-a08b492a4867,City Girls,hip hop
772a0eb3-fe31-4a08-b583-690296f44900,Clams Casino,alternative r&b
dacc2d64-7e59-42a8-87a9-10c53919aff2,Clean Bandit,electronic
75ee1764-490f-49bd-b6d6-054623354931,Clementine Douglas,
fbae8e8b-03cd-471f-9a1d-82349fbe41ba,Clever,trap
e6424fa5-08d3-41c6-96f3-8549f733708c,Clipse,coke rap
aa88ebf6-feb3-4565-8d83-114b0ca75380,Clyde Carson,
c2258df3-cfce-4dec-a721-33ca87c1be8f,CNCO,latin pop
7e320cac-596a-459e-a407-61dbe2816843,Coco O,
40884219-d7d3-49f4-a755-812fab4958aa,Cocoa Sarai,
7838e1c7-5216-44ac-a57b-7fbd89d802bf,Code Beat,
afa02917-17ce-439d-8e8d-09980d82d7cf,Cody Simpson,contemporary r&b
efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,Colbie Caillat,pop
d71c2b20-616a-4bb8-a848-e6edac412c3b,Colby O’Donis,contemporary r&b
933f0e55-05e4-4ee5-8b30-5d5e930ca836,Cold 187um,gangsta rap
f8aa8d19-4d91-4937-ada1-58582e5efb1c,Cold Hart,
ac190bb8-60cd-4b71-96af-0314391acc36,Colin Munroe,
aa266ac7-d919-4132-982e-76cbd95591a7,Collective Soul,alternative rock
1eae8bc4-3907-41fd-b313-886632c56ce9,Collie Buddz,dancehall
7cc56e56-97a1-4b17-874f-e4b2ab11044b,Conor Maynard,
a633ebb5-b81a-400f-b5df-0e625ea81fe9,Conway,hip hop
cb15675b-24a4-4092-8554-61f03b6017d8,Cookin’ Soul,hip hop
9823b3ca-1377-43a4-86d2-87e907a5973e,Coolie Pak,
cc30e630-8c75-4d78-b205-8e2edc6bdaa7,Coolio,hip hop
994a4bd6-584e-40c8-a8d7-5fdc3b6db8b2,Cordae,hip hop
10ae95fd-6e01-48ec-8108-d49fedcc259f,Cory Gunz,
2deb0058-8571-4f57-8470-1e63cdc9ef98,Cosculluela,reggaeton
18c9e1ac-840d-4d30-86a0-16b2f608b20f,Count Bass D,hip hop
2f254220-3fcc-4606-9b01-9d67413922ae,Courtney Pine,contemporary jazz
dc329a4a-1d76-469c-ba08-c9a28e69a866,Cozz,
807c83d0-318f-4b63-96d9-ab2cb420548c,CPO Boss Hogg,hip hop
8f7bf43e-2a13-431a-a274-19e28965fe07,Craig Armstrong,classical
ca29a34c-d6ed-44dc-98fc-7dd4c44507c4,Craig J. Snider,
60ef301c-bcd9-44b0-8450-20bc6852daf0,Craig Xen,
b5404b0a-2f16-4926-ac87-a7af655ec54e,Crush 40,hard rock
b2382779-cdd2-4223-afb0-d0f524409685,Crybaby Cereal,
c809b38a-80df-4188-b10c-c0deb6c90d0f,Crystal Rock,
fabcfdb5-e31a-4573-b791-4f9d85c6577d,Crzy,
70f4a699-88b5-444b-b1ea-5f1ccadc6b58,Cue,
4ce1c576-305a-4b82-82fa-5e5359056219,Curren$y,hip hop
c80363c4-6cf1-4f26-8c62-f4c10ae365f9,CurT@!n$,
6a9e461c-e3c5-4794-a203-98a15daea2df,Cyhi,
752bebd2-b44c-41bb-8a21-bdf3cd1b5518,Cynthia Erivo,soul
51508c1f-8d07-4a00-9cf1-26c570fe7b78,Cypress Hill,hip hop
0231c8cb-75f2-4f38-bfda-2f96f3abc26b,C‐Bo,hip hop
f334f831-33da-4533-8702-1182b362a73b,C‐Murder,gangsta rap
9b32eab4-d025-4132-b764-b4ef33bf1138,D Smoke,hip hop
e09dadf3-64ca-4005-8a58-22c2bbf4eea4,D. Lynch,
62141b8b-a802-4736-913e-c29f74d9ef5c,D.O.D,edm
d46d987e-49c8-4bd2-94ed-622cdb138da1,D.OZi,reggaeton
9ab19acf-06d9-4c92-bd5a-8c945488d45b,D12,hip hop
a02d08ff-40d6-4228-baa6-c32199dd41a8,D3 The Rocstar,
f545eed4-cd4c-40a3-89c0-edf4d195e52e,Da Brat,hip hop
ef233704-1ad0-4827-acd1-73a00e7c1903,Da Youngfellaz,
87ae83df-6173-40cc-a0f2-bad543faa6aa,DaBaby,hip hop
4ab8723e-5599-49e9-be35-e631f30060aa,Daddy V,
ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Dadju,contemporary r&b
1b3a38d4-1ca0-4151-94d2-8fdd67f5adcd,Dae One,hip hop
056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,electronic
299f7958-15f5-4ca2-b4ed-222b169dd74e,Dalex,latin
bb19c7c7-e6f2-471b-bb59-7261a480396c,Daley,r&b
b949f472-8b87-4938-a973-fbf88bb47fbd,Damani Nkosi,
5fa4ff59-3de8-42dd-b0a0-869ec923c0df,Dame D.O.L.L.A.,hip hop
cbfb9bcd-c5a0-4d7c-865f-2c641c171e1c,Damian “Jr. Gong” Marley,reggae
33cf3954-10af-4dcb-985f-9420d1fa4168,Dan + Shay,country pop
b46e298d-d3a5-4695-a03e-63e8c523b23e,Daniel Caesar,contemporary r&b
535401f6-2fd0-4f3b-a58a-5dba94f915f6,Daniel Merriweather,2009
cf34ed84-a52f-46a1-b45a-096b1ba5e3a2,DaniLeigh,
630156f6-c7ea-4da4-bf82-560bba702538,Danny Boy,contemporary r&b
960afc67-9c21-46dd-9c7f-ff2b509e3150,Danny Brown,hardcore hip hop
28e6d28f-e134-476f-bcad-26051c27c9ba,Darell,reggaeton
42ba45d2-4938-4bf5-9121-5caffc719c4d,Daron Malakian,alternative metal
49b18e75-6d18-44be-b4d1-3696a7c3152f,Darryl Ross,
acd7df97-2986-44e8-81f1-08a5d4bf2a81,Dash Snow,
fa78a66a-eef6-4329-93be-c22ea0cc5c1b,Dave Doerre,
21471bf5-567a-4e6a-b264-2514618d343f,Dave East,hip hop
1bc72c46-8c21-48d1-84b5-db08db8a01a3,Dave Luxe,
183da50a-b033-408e-862b-cab1c2425cff,Dave Stewart,pop
6561ffe8-0c1f-452b-8501-abe229e01bc7,Daveed Diggs,
c0cc5d77-937d-4296-a349-0a09d733fbfb,David Banner,hip hop
5d9db157-b9a6-44a3-aa94-e9ce280858db,David Begun,hip hop
5441c29d-3602-4898-b1a1-b77fa23b8e50,David Bowie,art rock
1ca7845a-78e8-48e7-8f1b-68ffd2159342,David Bryan,rock
9afa7b7d-9796-4b23-a192-ec24109de606,David Carreira,
940464ba-f8ac-482a-9cc1-0723e8b9707b,David “Honeyboy” Edwards,delta blues
a9ae7d4b-10f0-4da8-8b8c-21722a074a54,Davido,afrobeat
c55988c2-1dbf-4f50-b3a9-dfacfce4379b,Dawty Music,
9e8a4e92-1598-47d9-80f7-646802abce76,Daya,pop
1964d560-1e82-4879-bd6e-3cbfb7dba01e,Daz Dillinger,hip hop
42e23be3-5ead-4ae6-9c5c-7cb54073b73a,DC Pierson,
7fb4a3df-377c-41c0-91ee-f286ecca1e0f,De La Ghetto,latin
a8ebde98-7e91-46c7-992c-90039ba42017,De La Soul,hip hop
4a00ec9d-c635-463a-8cd4-eb61725f0c60,deadmau5,progressive house
553ac612-f568-4110-86be-2c89eab8e761,Dean,
e8bd5b47-e8b4-4671-a9f6-590a92e88898,Dean Blunt,art pop
16d1d8f4-4a35-48db-848b-4b5e453435cd,Death Plus,
655ea6ca-d06d-47b1-bd2d-6ef15ceb0a4d,Dee Cosey,
7249b899-8db8-43e7-9e6e-22f1e736024e,Def Leppard,hard rock
818f83a0-6ff8-400b-ab0c-39da35f52370,Defari,hip hop
b9de03fa-04ac-4249-8481-badfd26b9190,Dei V,
7df31657-85eb-45cd-a651-f1cf94bc44b6,DeJ Loaf,
c7891319-b4e6-4b3a-b49d-91879632a602,Delio & Misterio,latin
b228cdc8-0f48-47b5-b812-62fdc416bad3,Dem Jointz,hip hop
e20f2448-8e4e-4625-8881-9da8dbe9df24,Demrick,hip hop
813d1343-911c-4406-9f2c-ce8bb6506c64,Deniz Koyu,edm
6448f68d-85fd-401d-bfa3-3d85a7b64452,Dent May,
e2ae02e3-1390-451c-9505-9103cdc3f1bc,Deon,
03d2f3bc-648b-4325-affd-59065b0f3a1e,Derez De’Shon,
aa9ea04c-6d55-4244-9139-22c75bd19f97,Dermot Kennedy,indie rock
05b75ee5-98cd-430e-b1ec-ec0f61fdabda,Desiigner,hip hop
a796b92e-c137-4895-9c89-10f900617a4f,Destiny’s Child,pop
987d3d86-0d7a-4292-ae96-a8d59e456436,Destroy Lonely,hip hop
9787f0a2-f657-4210-a630-131efd6f2a9d,Detail,
7cc04f00-4c8f-40ea-894c-5f65777b3575,DEV,electropop
b4e1a0b3-af92-4a4b-8f44-9633f59f7138,Devin the Dude,hip hop
a2006708-8bc2-41bc-a9e9-72d14d7ce850,Devlin,grime
60d41417-feda-4734-bbbf-7dcc30e08a83,Diana Ross,pop
cabb4fcf-4067-4ba5-908d-76ee66fcf0c6,Diddy,hip hop
1cc2d151-530c-4bf3-834b-8b6203b7fc5a,Diddy,
480cdd78-e54e-4518-9ec9-572a62d7e1e1,Diddy – Dirty Money,hip hop
d1353a0c-26fb-4318-a116-defde9c7c9ad,Dido,pop
7928481f-848e-4551-b658-472c0aaf0c85,Die Fantastischen Vier,hip hop
7a9daf8e-fed4-467d-a414-94ed305bf70e,Diesel,hip hop
e60fd99e-e615-4fee-b6f7-08fee9a911f7,Digital Farm Animals,
ff6cb06c-a6e5-4ab9-a5ce-fa2095be45b9,Digital Underground,hip hop
1c294418-722f-45a3-a24d-910f9b6f1502,Dillon Francis,dubstep
c5931849-7c9d-465e-b717-29e2af974c6b,Dimitri Vegas & Like Mike,electro house
ccd46862-b51b-4872-8917-54a8baa7eea4,Dina Rae,
a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,Diplo,electronic
e91eb790-ab8a-4c20-b385-1d99790d9d10,Dirty Dave,
60e42624-655d-4dd2-8314-41335511da6f,Dirty Freek,
cbe5c64c-0d3f-4df8-97ac-0d3b171c180c,Dirty Tay,
bac7f942-8e94-4868-b3f6-ba66c75b136e,Disciples,dance
ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,Disclosure,house
9c657343-7f42-4468-8523-6bb31f942357,Disney's Friends for Change,
ca7b1de7-d299-4ba8-9cc7-ada8fdd945a7,Diversify,
1a99cc88-aea3-4fe3-96b9-20791667f65f,Dizzee Rascal,grime
7773bc30-1ae5-46b6-bcf8-6e1c355059a7,DJ Arman,
55065790-b209-42e4-9e12-6801f3c3246c,DJ Battlecat,hip hop
28be8599-805d-4b74-8ea8-fa75b98f9983,DJ Capcom,
00be0ab0-201b-4f77-9607-6bb963074c68,DJ Carisma,
e485620c-b1c1-4458-b3b0-eefc9b128797,DJ Crazy Chris,
f9c8f999-12c9-4d2d-80b1-f9df1b3b7b2d,DJ Critical Hype,
245136f1-6afd-4255-bc8a-7d4ed09fb767,DJ Dave,
adaad049-7690-4519-8878-04ca7757428e,DJ Dave,
9fe84718-78d6-4175-9cc7-5c95c064203a,DJ Diamond,
8e024f18-304f-430d-b1ba-ff6307743b15,DJ Esco,
15433754-81e7-411d-8535-e6554d7ef487,DJ Felli Fel,hip hop
e3163f86-cdee-4304-acdd-cfd24ea7d437,DJ Fletch,
ccca8ac7-0c3b-427c-8ab5-c86e438680a4,DJ Foreign Money,
e64528e2-c0e4-4c61-a093-6a0384ac7341,DJ G-WIZARD,
8f2ba605-fa39-4993-a5ef-09f812bb9da8,DJ Hard Hitta,
2f9f780c-c05f-4227-85e8-dbb55bbf1524,DJ Haze,
21eb41aa-6036-40c7-a3b2-e552562da967,DJ Heretic,
c6d08ca0-3b17-4015-9aef-2ae31354adcc,DJ Holiday,
ae227fc0-2003-4196-9c66-78e61071ccc7,DJ ICE,
26e6e23f-cc39-4fd4-bdd1-492331a051b6,DJ Ill Will,hip hop
b01b960f-c537-4f1e-8bd0-8738180a0eb9,DJ Irwan,
57cad114-d0e2-435f-841f-0946df0d4611,DJ Kay Slay,hip hop
487d56d6-e4e3-4ab0-83f3-3e87c8a1e279,DJ King Assassin,hip hop
b754baea-3201-461d-8001-c2581f8d085b,DJ L,
4474c7e9-4b3a-4169-a5db-09c6bebfc04e,DJ Lt. Dan,
a6dfbea8-ffbb-4e51-ac3b-59d1c5f55974,DJ Luian,reggaeton
89c7423b-d19e-42b2-938c-94a999afc2db,DJ Me$$iah,hip hop
cd8accd9-4d7c-476a-af0d-d5c636e7fdf1,DJ Mister Cee,hip hop
e714edca-6673-4cde-af91-76a12697b04a,DJ Nelson,latin
02608034-4b51-4ab4-a2a4-4a2c1c4c8a00,DJ Pacifier,
1891b7e0-7ea3-4967-9e87-03ee1cffa133,DJ Pimp,
084e06f5-3c82-4b71-bd94-dd69e7bd515e,DJ Premier,hip hop
542f4f08-4d8f-48db-a414-d3a33a62929f,DJ Quik,hip hop
18b23daa-0689-433e-95fe-69e00e50ff26,DJ Ray G,
5e1ef0b7-c6fe-4238-b99d-08833269a763,DJ Scheme,
aed82b29-d6d5-4508-8940-068a60e52f24,DJ Scream,hip hop
d0dd58c4-ab66-41c4-9883-4f493ef6653f,DJ Screw,chopped and screwed
fd5ec8fa-cf72-43eb-9cdb-4860e3af6ee0,DJ September 7th,hip hop
319affef-61e1-43a5-b2d3-4f1406e07584,DJ Skee,hip hop
032e63d5-a95f-4afb-8f04-c13803eeabd9,DJ Smoke,hip hop
77ab56da-5aa7-424a-a6ec-5c547f3cf1b9,DJ Smokey,nuke
31445b1e-96f3-4c7f-84ec-dd02e647e690,DJ Snake,dance
5dc14a06-d5e1-4510-94a9-ff18cf65e505,DJ Stylis,
919b6269-f1b2-47ba-a12d-41356b24c81b,DJ Surda,
7d226908-272d-410f-9aff-2598be6a1618,DJ Swamp Izzo,
e31518db-e7da-4f26-b136-184483d832bd,DJ Unexpected,
6197ffc2-d1a7-4fd8-9b84-6af4a27c2fc2,DJ Whiteowl,
8167d73f-335b-410a-8e56-ea9afccfa542,DJ Whoo Kid,hip hop
cb122566-f0f5-41c0-897c-ecf81431f640,DJ Whookid,
0e56e55e-e2d2-4565-9c51-1f9c7c6d655b,DJ X-Rated,
535de0a7-4523-43cb-8b0a-0cbd313b9a41,DJDS,edm
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,DMX,hip hop
b02dc689-7859-461d-b70e-9fe1f64fddce,DNCE,
6a1e255a-c865-490c-80c3-6f06a30517fb,Docka,
ecfd1c36-5be5-4dfa-8795-092ac9852d2e,Dody6,
f17b0795-a554-4529-8dba-0b443573f09f,Doe Boy,gangsta rap
9f75277c-b283-4846-ac8c-f932255cd0ac,Doechii,hip hop
1d4d7dce-5d47-43a0-8205-75619c2a61f8,Doggyland,
